loan_word,original_word
তিমি,तिमि
তুরিত,त्वरित
তুলনা,तुलना
দশক,दशक
দারু,दारु
দীপঙ্কর,दीपङ्कर
দীপান্বিতা,दीपान्विता
দীপাবলি,दीपावलि
দুঃখ,दुःख
দুর্গজয়,दुर्ग
দ্রব্য,द्रव्य
দ্রুত,द्रुत
ধর্ষণ,धर्षण
নখ,नख
নতুন,नूतन
নদী,नदी
নমস্কার,नमस्कार
নষ্ট,नष्ट
নাগেশ্বর,नागेश्वर
নিবেদন,निवेदन
নিমন্ত্রণ,निमन्त्रण
নির্ণয়,निर्णय
নির্বাচন,निर्वाचन
নিসর্গ,निसर्ग
পটোল,पटोल
পরিবার,परिवार
পরিস্থিতি,परिष्ठिति
পানীয়,पानीय
পায়স,पायस
পায়ু,पायु
পারদ,पारद
পার্থক্য,पार्थक्य
পিতা,पितृ
পুজো,पूजा
পুরস্কার,पुरस्कार
পুরুষত্ব,पुरुषत्व
পুষ্টিকর,पुष्टिकर
পূজা,पूजा
পূর্ব,पूर्व
প্রজাপতি,प्रजापति
প্রতি,प्रति
প্রসব,प्रसव
প্রসাধন,प्रसाधन
প্রস্তুত,प्रस्तुत
প্রস্রাব,प्रस्राव
প্রাক্তন,प्राक्तन
প্রাচীন,प्राचीन
প্রাতরাশ,प्रातराश
প্রার্থনা,प्रार्थना
বজ্র,वज्र
বয়ঃসন্ধি,वयःसंधि
বসু,वसु
বা,वा
বানর,वानर
বিনোদ,विनोद
বিমান,विमान
বিশেষজ্ঞ,विशेषज्ञ
বিশ্বাস,विश्वास
বিষ্যুদবার,वार
বিসর্গ,विसर्ग
বুধবার,बुधवार
বুভুক্ষা,बुभुक्षा
বৃষ্টি,वृष्टि
বৃহস্পতিবার,बृहस्पतिवार
বোস,वसु
ব্যথা,व्यथा
ব্যবহার,व्यवहार
ব্যস্ত,व्यस्त
ব্যাকরণ,व्याकरण
ভগাঙ্কুর,भगाङ्कुर
ভগিনী,भगिनी
ভবিষ্যৎ,भविष्यत्
ভাদর,भाद्र
ভারত,भारत
ভালুক,भल्लूक
ভাষা,भाषा
ভূমিকা,भूमिका
মঙ্গলবার,मङ्गलवार
মতি,मति
মধ্য,मध्य
মন্দ,मन्द्
মহাভারত,महाभारत
মহিষ,महिष
মাংস,मांस
মাতা,मन्त्र
মাতৃ,मातृ
মাননীয়,माननीय
মাননীয়া,माननीया
মানসিক,मानसिक
মিত্র,मित्र
মুখ,मुख
মুখ্যমন্ত্রী,मुख्यमन्त्रिन्
মূত্র,मूत्र
মূল,मूल
মূল্য,मूल्य
মৃগাঙ্ক,मृगाङ्क
মৃত,मृत
মৃত্যু,मृत्यु
যুদ্ধ,युद्ध
রং,रङ्ग
রঙ,रङ्ग
রচনা,रचना
রবিবার,रविवार
রহস্য,रहस्य
রাজধানী,राजधानी
রাজনীতি,राजनीति
রাজা,राजा
রাত্রি,रात्रि
রামায়ণ,रामायण
রাহুল,राहुल
রিষ্ট,रिष्ट
রোহিত,रोहित
লিপি,লিপি
লোহিত,लोहित
শউর,श्वशुर
শত,शत
শনিবার,शनिवार
শর্করা,शर्करा
শাওন,श्रावण
শান্তনু,शान्तनु
শিক্ষক,शिक्षक
শিশির,शिशिर
শূন্য,शून्य
শ্বশুর,श्वशुर
শ্বাস,श्वास
শ্মশান,श्मशान
শ্রী,श्री
শ্লেষ্মা,श्लेष्मा
সংশয়,संशय
সংসদ,संसद
সংস্কৃতি,संस्कृति
সত্য,सत्य
সত্যজিৎ,सत्यजित्
সন্ধ্যা,सन्ध्या
সপ্তাহ,सप्ताह
সময়,समय
সমস্ত,समस्त
সমান,समान
সমানে,समान
সমৃদ্ধ,समृद्ध
সম্পদ,सम्पद
সম্পাদক,सम्पादक
সম্মতি,सम्मति
সম্মেলন,सम्मेलन
সরীসৃপ,सरीसृप
সরু,सरु
সর্বনাম,सर्वनाम
সাংস্কৃতিক,सांस्कृतिक
সায়ন,सायन
সায়ন্তন,सायन्तन
সিংহ,सिंह
সিনান,स्नान
সুকুমার,सुकुमार
সুজাতা,सुजाता
সুজিত,सुजित
সুন্দর,सुन्दर
সুব্রত,सुव्रत
সূর্য,सूर्य
সোমবার,सोमवार
সোয়াদ,स्वाद
সোয়ামি,स्वामिन्
সোহম,सोऽहम्
স্ত্রী,स्त्री
স্নান,स्नान
স্বপন,स्वप्न
স্বপ্ন,स्वप्न
স্বাদ,स्वाद
স্বাধীনতা,स्वाधीनता
স্বাভাবিক,स्वाभाविक
স্বামিনী,स्वामिनी
স্বামী,स्वामीन्
হউর,श्वशुर
হপন,स्वप्न
হমান,समान
হরিদ্বার,हरिद्वार
হরু,सरु
হাল,हल
হিনান,स्नान
হিম,हिम
হিমাচল,हिमाचल
হুরু,सरु
হৃদয়,हृदय
হোয়াদ,स्वाद
হোরা,होरा
