loan_word,original_word
تجارت,تِجَارَة
تجاوز,تَجَاوُز
تجدید,تَجْدِيد
تجربه,تَجْرِبَة
تجمع,تَجَمُّع
تحت,تَحْت
تحریر,تَحْرِير
تحریم,تَحْرِيم
تحصیل,تَحْصِيل
تحفه,تُحْفَة
تحقیق,تَحْقِيق
تحویل,تَحْوِيل
تخریب,تَخْرِيب
تخلخل,تَخَلْخُل
تدریج,تَدْرِيج
تدریس,تَدْرِيس
تدفین,تَدْفِين
ترتیب,تَرْتِيب
ترجمان,تُرْجُمان
ترجمه,تَرْجَمَة
ترخون,طَرْخُون
ترس,تُرْس
ترنج,تُرُنْج
ترک,تَرْك
تزیین,تَزْيِين
تسبیح,تَسْبِيح
تسخیر,تَسْخِير
تشدید,تَشْدِيد
تشریح,تَشْرِيح
تشکیل,تَشْكِيل
تشکیلات,تَشْكِيلَات
تصادف,تَصَادُف
تصحیح,تَصْحِيح
تصرف,تَصَرُّف
تصریف,تَصْرِيف
تصمیم,تَصْمِيم
تصویب,تَصْوِيب
تصویر,تَصْوِير
تطابق,تَطَابُق
تعارف,تَعَارُف
تعجب,تَعَجُّب
تعداد,تِعْدَاد
تعرفه,تَعْرِفَة
تعریف,تَعْرِيف
تعظیم,تَعْظِيم‎
تعلق,تَعَلُّق
تعلم,تَعَلُّم
تعلیم,تَعْلِيم
تعمید,تَعْمِيد
تغییر,تَغْيِير
تفاوت,تَفَاوُت
تقدیر,تَقْدِير
تقریباً,تَقْرِيبًا
تقسیم,تَقْسِيم
تقوا,تَقْوَى
تقویت,تَقْوِيَة
تقویم,تَقْوِيم
تل,تَلّ
تلف,تَلَفَ
تلفظ,تَلَفُّظ
تماشا,مَشَى
تمام,تَمَام
تمدن,تَمَدُّن
تمر,تَمْر
تمر هندی,تَمْر هِنْدِيّ
تمرین,تَمْرِين
تمساح,تِمْسَاح
تمیز,تَمْيِيز
تنازع,تَنَازُع
تهدید,تَهْدِيد
تهیه,تهیه
تواضع,تَوَاضُع
توافق,تَوَافُق
توجه,تَوَجُّه
تورات,تَوْرَاة
تورم,تَوَرُّم
توسط,تَوَسُّط
توسعه,تَوْسِعَة
توصیه,تَوْصِيَة
توضیح,تَوْضِيح‎
تولد,تَوَلُّد
تولید,تَوْلِيد
توهم,تَوَهُّم
تکامل,تَكَامُل
تکثر,تكثر
تکرار,تَكْرار
ثابت,ثَابِت
ثبت,ثَبَت
ثروت,ثَرْوَة
ثریا,ثُرَيَّا
ثمر,ثَمَر
جاذبه,جَاذِبَة
جاری,جَارِي
جاسوس,جَاسُوس
جامد,جَامِد
جامع,جَامِع
جامعه,جَامِعَة
جاهل,جَاهِل
جایزه,جَائِزَة
جبر,جَبَرَ
جبل,جَبَل
جبه,جُبَّة
جبهه,جَبْهَة
جدا,جِدًّا
جدوار,جَدْوَار
جدید,جَدِيد
جذاب,جَذَّاب
جر ثقیل,جر
جراحت,جراحة
جراحی,جَرَاحِيّ
جرس,جَرَس
جرم,جُرْم
جریان,جَرَيَان
جز,جُزْء
جزئیات,جُزْئِيَّات
جزا,جَزَاء
جزیره,جَزِيرَة
جزیه,جِزْيَة
جسد,جَسَد
جسور,جَسُور
جعبه,جَعْبَة
جعفر,جَعْفَر
جغرافیا,جُغْرَافِيَا
جلاد,جَلَّاد
جلال,جَلَال
جلد,جِلْد
جلوه,جِلْوَة‎
جلیقه,جَلِيقَة
جماع,جِمَاع
جماعت,جَمَاعَة
جمال,جَمَال
جمجمه,جُمْجُمَة
جمع,جَمْع
جمعاً,جَمْعًا
جمعه,جُمْعَة
جمعیت,جَمْعِيَّة
جمله,جُمْلَة
جمهوری,جُمْهُورِيَّة
جمیل,جَمِيل
جن,جِنّ
جنازه,جَنَازَة
جنس,جِنْس
جنسی,جِنْسِيّ
جنوب,جَنُوب
جنین,جَنِين
جهاد,جِهَاد
جهاز,جَهَاز
جهنم,جَهَنَّم
جواب,جَوَاب
جواسیس,جَوَاسِيس
جودت,جَوْدَة
جوراب,جَوْرَب
جوز,زَوْج
جوهر,جَوْهَر
جیب,جَيْب
حاج,حَاجّ
حاجت,حَاجَة
حاجی,حَجِّيّ
حادثه,حَادِثَة
حاشیه,حَاشِيَة
حاصل,حَاصِل
حافظه,حَافِظَة
حال,حال
حالا,حَالًا
حالت,حَالَة
حامد,حَامِد
حاکم,حَاكِم
حباب,حُبَاب
حبسیه,حَبْسِيَّة
حتما,حَتْمًا
حتی,حَتَّى
حج,حَجَّ
حجاب,حِجَاب
حجره,حُجْرَة
حجم,حَجْم
حد,حَدّ
حدیث,حَدِيث
حرارت,حرارة
حرام,حَرَام
حرب,حَرْب
حرص,حِرْص
حرف,حَرْف
حرم,حَرَم
حرکت,حَرَكَة
حریص,حَرِيص
حریف,حَرِيف
حس,حس
حساب,حِسَاب
حسرت,حَسْرَة
حسن,حُسْن
حسود,حَسُود
حسین,حُسَيْن
حشره,حَشَرة
حشفه,حَشَفَة
حشیش,حَشِيش
حصار,حِصَار
حضور,حُضُور
حفاظت,حِفَاظَة
حفظ,حَفِظَ
حق,حَقّ
حقیقت,حَقِيقَة
حقیقی,حَقِيقِي
حلال,حلال
حلب,حَلَب
حلزون,حَلَزُون
حلقه,حَلْقَة
حلوا,حَلْوَى
حمات,حَمَاة
حماس,حَمَاس
حمام,حَمَّام
حمایت,حِمَايَة
حمزه,حَمْزَة
حمل,حَمْل
حمله,حَمْلَة
حمید,حَمِيد
حنا,حِنَّاء
حوا,حَوَّاء
حواری,حَوَارِيّ
حکایت,حِكَايَة
حکم,حُكْم
حکمت,حِكْمَة
حکومت,حُكُومَة
حکیم,حَكِيم
حیات,حَيَاة
حیران,حَيْرَان
حیله,حِيلَة
حیوان,حَيَوَان
خائن,خَائِن
خارجی,خَارِجِيّ
خاص,خَاصّ
خاطب,خَاطِب
خاطر,خَاطِر
خاطره,خَاطِرَة
خال,خَال
خالق,خَالِق
خاله,خَالَة
خالو,خَال
خالی,خَالٍ
خانقاه,خَانْقَاه
خب,خَبّ
خباز,خَبَّاز
خبره,خِبْرَة
ختنه,خَتْنَة
خدشه,خَدْش
خدمت,خِدْمَة
خراب,خَرَاب
خراو,خَرَاب
خرجین,خُرْج
خردل,خَرْدَل
خرف,خَرَف
خسران,خُسْرَان
خشن,خَشِن
خشونت,خُشُونَة
خصم,خَصْم
خصوصا,خُصُوصًا
خط,خَطّ
خطا,خَطَأ
خطر,خَطَر
خفاش,خُفَّاش
خلاس,خَلَّاس
خلاسی,خَلَاسِي
خلاصه,خُلَاصَة
خلاف,خِلَاف
خلق,خَلْق
خلوت,خَلْوَة
خلیج,خَلِيج
خلیفه,خَلِيفَة
خمیر,خَمِير
خندق,خَنْدَق
خور,خَوْر
خوف,خَوْف
خیاط,خَيَّاط
خیانت,خِيَانَة
خیر,خَيْر
خیرات,خَيْرَات
خیریه,خَيْرِيَّة‎
خیمه,خَيْمَة
داخل,دَاخِل
دارفلفل,دَارْفِلْفِل
داعش,دَاعِش
دانیال,دَانِيَال
داوود,دَاوُود
دایره,دَائِرَة
دجال,دَجَّال
دجله,دِجْلَة
در,دُرّ‎
دراج,دُرَّاج
درج,دَرَج
درجات,دَرَجَات
درجه,دَرَجَة
درس,دَرْس
دعوت,دَعْوَة
دغدغه,دَغْدَغَة
دفاع,دِفَاع
دقت,دِقَّة
دقیقه,دَقِيقَة
دلال,دَلَّال
دلیل,دَلِيل
دم,دَم
دمشق,دِمَشْق
دنیا,دُنْيَا
دنیوی,دُنْيَوِيّ
دهقان,دِهْقَان
دوات,دواة
دور,دَوْر
دوران,دَوَرَان
دوره,دَوْرَة
دولاب,دَوْلَاب
دولت,دَوْلَة
دکان,دُكَّان
دیباچه,دِيبَاجَة
دیر,دَيْر
دینار,دِينَار
دیه,دِيَة
ذات,ذَات
ذبح,ذَبْح
ذخیره,ذَخِيرَة
ذرت,ذُرَة
ذره,ذَرَّة
ذهن,ذِهْن
رأی,رَأْي
رابط,رَابِط
رابطه,رَابِطَة
راحت,رَاحَة
راهب,رَاهِب
رب,رَبّ
رباعی,رُبَاعِيّ
ربع,رُبُع
رتیل,رُتَيْل
رحیم,رَحِيمٌ
رخام,رُخَام
رخصت,رُخْصَة
رد,رَدَّ
رسم,رَسْم
رسمی,رَسْمِيّ
رسول,رَسُول
رشد,رُشْد
رشوه,رَشْوَة
رضا,رِضًا
رضایت,رِضَايَة
رطوبت,رُطُوبَة
رعایا,رَعَايَا
رعایت,رِعَايَة
رعد,رَعْد
رعنا,رَعْنَاء
رعیت,رَعِيَّة
رف,رَفّ
رقص,رَقْص
رقم,رَقْم
رقیب,رَقِيب
رمال,رَمَّال
رمز,رَمْز
رمضان,رَمَضَان
رواج,رَوَاج
رواق,رِوَاق
روح,رُوح
روحانی,رَوْحَانِيّ
رونق,رَوْنَق
رویا,رُؤْيَا
ریاضی,رِيَاضِيّ
ریحان,رَيْحَان
ریحانه,رَيْحَانَة
ریه,رِئَة
زائر,زَائِر
زاج,زُجاج
زار,زَارَ
زاویه,زَاوِيَة
زحل,زُحَل
زحمت,زَحْمَة
زعفران,زَعْفَرَان
زقاق,زُقَاق
زلزله,زَلْزَلَة
زلیخا,زليخا
زنبق,زَنْبَق
زنبور,زَنْبُور
زنجبیل,زَنْجَبِيل
زند,زَنْد
زوال,زَوَال
زوج,زَوْج
زوجیت,زَوْجِيَّة
زورا,الزَّوْرَاء
زیتون,زَيْتُون
زیزفون,زَيْزَفُون
سؤال,سُؤَال
سابق,سَابِق
ساحل,سَاحِل
ساطور,سَاطُور
ساعت,سَاعَة
سالم,سَالِم
سالک,سالک
سام,سام
سامی,سَامِيّ
سبب,سَبَب
سبک,سَبْك
سبیل,سبال
سجستان,سَجِسْتَان
سحر,سِحْر
سد,سَدَّ
سر,سِرّ
سرطان,سَرَطَان
سرعت,سُرْعَة
سرمه,سَرْمَق
سرور,سُرُور
سریر,سَرِير
سطح,سَطْح
سطر,سَطْر
سطل,سَطِل
سعادت,سَعَادَة
سعی,سَعْي
سعید,سَعِيد
سفارت,سِفَارَة
سفر,صِفْر
سفره,سُفْرَة
سفیر,سَفِير
سفینه,سَفِينَة
سقراط,سُقْرَاط
سقرلات,سِقِلَّات
سقف,سَقْف
سقوط,سُقُوط
سل,سِلّ
سلاح,سِلَاح
سلام,سَلَام
سلام علیکم,سَلَامٌ عَلَيْكُم
سلامت,سَلَامَة
سلسله,سِلْسِلَة
سلطان,سلطان
سلطنت,سَلْطَنَة
سلم,سُلَّم
سلیقه,سَلِيقَة
سلیمان,سُلَيْمَان
سم,سُمّ
سماع,سَمَاع
سماق,سُمَّاق
سمت,سَمْت
سمع,سَمِعَ
سمیر,سَمِير
سن,سِنّ
سنان,سِنَان
سنبل,سُنْبُل
سنبله,سُنْبُلَة
سنت,سُنَّة
سند,سَنَد
سندروس,سَنْدَرُوس
سنی,سُنِّيّ
سهل,سَهْل
سهل ممتنع,سَهْل مُمْتَنِع
سهم,سَهْم
سهیل,سُهَيْل
سکان,سُكَّان
سکه,سِكَّة
سیاح,سَيَّاح
سیاست,سِيَاسة
سیاسی,سِيَاسِيّ
سیال,سَيَّال
سید,سَيِّد
سیل,سَيْل
سینی,صِينِيّ
شاعر,شاعِر
شام,شَام
شامل,شَامِل‎
شاهد,شَاهِد
شایعه,شَائِعَة
شبح,شَبَح
شبه,شَبَه
شبکه,شَبَكَة
شبکیه,شَبَكِيَّة
شبیه,شَبِيه‎
شجاع,شُجَاع
شجاعت,شَجاعة
شخص,شَخْص
شخصیت,شَخْصِيَّة
شدید,شَدِيد
شر,شَرّ
شراب,شَرَاب
شرت,شَرَّ
شرط,شَرْط
شرق,شَرْق
شرور,شُرُور
شرک,شِرْك
شرکت,شِرْكَة
شریک,شَرِيك
شطرنج,شَطْرَنْج
شعار,شِعَار
شعبه,شُعْبَة
شعر,شَعْر
شعله,شُعْلَة
شغل,شُغْل
شفا,شِفَاء
شفقت,شَفَقَة
شل,شل
شلاق,جُوَالَق
شمال,شَمَال
شمسی,شَمْسِيّ
شمع,شَمْع
شهاب,شِهَاب
شهادت,شَهَادَة
شهد,شَهْد
شهرت,شُهْرَة
شهریه,شَهْرِيَّة
شهوانی,شَهْوَانِيّ
شهوت,شَهْوَة
شهود,شُهُود
شهید,شَهِيد
شورا,شُورَى
شوق,شَوْق
شوک,شَوْك
شک,شَكّ
شکایت,شِكَايَة
شیء,شَيْء
شیاف,شِيَاف
شیطان,شَيْطَان
شیطانه,شَيْطَانَة
شیطانی,شَيْطَانِيّ
صاحب,صَاحِب
صادق,صَادِق
صاعقه,صَاعِقَة
صبا,صِبًا
صبح,صُبْح
صبر,صبر
صبوح,صَبُوح
صبور,صَبُور
صحابت,صَحَابَة
صحت,صِحَّة
صحرا,صَحْرَاء
صحیح,صَحِيح
صدف,صَدَف
صدور,صُدُور
صراف,صَرَّاف
صفت,صِفَة
صفحه,صَفْحَة
صفر,صَفَر
صلح,صَلَحَ
صنار,صِنَار
صندل,صَنْدَل
صندوق,صَنْدُوق
صنعت,صَنْعَة
صنف,صِنْف
صنم,صَنَم
صنوبر,صَنَوْبَر
صهیون,صَهْيُون
صوت,صَوْت
صورت,صُورَة
صید,صَيْد
صیغه,صِيغَة
ضد,ضِدّ
ضعف,ضُعْف
ضعیف,ضَعِيف
ضلع,ضِلْع
ضمن,ضِمْن
ضمیر,ضَمِير
طاس,طاس
طاقت,طَاقَة
طاها,طٰهٰ
طاووس,طَاوُوس
طب,طِبّ
طبق,طِبْق
طبقه,طَبَقَة
طبیب,طَبِيب
طبیعت,طَبِيعَة
طبیعی,طَبِيعِيّ
طحال,طِحَال
طرابلس,طَرَابُلُس
طرح,طَرْح
طرف,طَرَف
طعم,طَعْم
طفل,طِفْل
طلا,طِلَاء
طلاق,طَلَاق
طلسم,طِلَّسْم
طناب,أطناب
طور,طَوْر
طوفان,طُوفَان
طوق,طَوْق
طول,طُول
طومار,طُومَار
ظرف,ظَرْف
ظرفی,ظَرْفِيّ
ظفر,ظُفْر
ظهر,ظُهْر
ظهور,ظُهُور
عادت,عَادَة
عادل,عَادِل
عادی,عَادِيّ
عارف,عَارِف
عاری,عَارِي
عاشورا,عَاشُورَاء
عالم,عالَم
عالی,عَالٍ
عام‌المنفعه,عام
عباس,عَبَّاس
عبد,عَبْد
عبدالله,عَبْدُ ٱللّٰه
عتیق,عَتِيق
عثمان,عُثْمَان
عجان,عِجَان
عجب,عَجَب
عجوز,عجوز
عجیب,عَجِيب
عدد,عَدَد
عدس,عَلَس
عدل,عَدْل
عراق,الْعِرَاق
عرض,عَرْض
عرضه,عَرْضَة
عرفان,عِرْفَان
عروس,عَرُوس
عزا,عَزَاء
عزت,عِزَّة
عزر,عَزْر
عزم,عَزْم
عزیز,عَزِيز
عشق,عِشْق
عشیره,عَشِيرَة
عصب,عَصَب
عصر,عَصْر
عصمت,عِصْمَة
عضله,عَضَلَة
عطر,عِطْر
عظیم,عَظِيم
عفت,عِفَّة
عفریت,عِفْرِيت
عفو,عَفْو
عفونت,عُفُونَة
عقاب,عُقَاب
عقرب,عَقْرَب
عقل,عَقْل
عقیده,عَقِيدَة
علاقه,عَلَاقَة
علامت,عَلَامَة
علامت تعجب,عَلَامَة تَعَجُّب
علاوه,عِلَاوة
علت,عِلَّة
علف,عَلَّفَ
علم,عِلْم
علمی,عِلْمِيّ
علوی,عَلَوِيّ
علی,عَلِيّ
عمارت,عمارَة
عمان,عُمَان
عمدا,عَمْدًا
عمده,عُمْدَة
عمر,عَمَّرَ
عمق,عُمْق
عمه,عَمَّة
عمو,عَمّ
عمودی,عَمُودِيّ
عموما,عُمُومًا
عمیق,عَمِيق
عناب,عُنَّاب
عنایت,عِنَايَة
عنایت‌الله,عِنَايَة الله
عنتر,عنتر
عنصر,عُنْصُر
عنوان,عُنْوَان
عنکبوت,عَنْكَبُوت
عود,عُود
عورت,عَوْرَة
عوض,عِوَض
عکس,عَكْس
عیادت,عِيَادَة
عیار,عَيَّار
عیاشی,عَيَّاشِي
عیب,عَيْب
عیسی,عِيسَى
عیش,عَيْش
عین,عَيْن
غار,غَار
غارت,غارَت
غاسول,غَاسُول
غافث,غَافِث
غافل,غَافِل
غالب,غَالِب
غایب,غَائِب
غبار,غُبَار
غرب,غَرْب
غربال,غِرْبَال
غربت,غُرْبَة
غروب,غُرُوب
غرور,غُرُور
غریب,غَرِيب
غزال,غَزَال
غزل,غَزْل
غسل,غُسْل
غصه,غُصَّة
غلام,غُلَام
غلط,غَلَط
غله,غَلَّة
غلو,غُلُوٌّ
غلیظ,غَلِيظ
غم,غَمّ
غنی,غَنِيّ
غور,غَوْر
غول,غُول
غیرت,غَيْرَة
غیور,غيور
فائده,فَائِدَة
فارس,فَارِس
فارغ,فَارِغ
فاشرا,فَاشِرَا
فاصله,فَاصِلَة‎
فاعل,فَاعِل
فال,فَأْل
فالوده,فَالُودَة
فایده,فَائِدَة
فتح‌الله,فتح الله
فتوا,فَتْوَى
فخر,فَخْر
فرات,الْفُرَات
فرار,فِرَار
فرج,فَرْج
فرد,فَرْد
فردوس,فِرْدَوْس
فرسخ,فَرْسَخ
فرش,فَرَّشَ
فرصت,فُرْصَة
فرعون,فِرْعَوْن
فرق,فَرْق
فرید,فَرِيد
فصح,فِصْح
فصل,فَصْل
فضا,فَضَاء
فعال,فَعَّال
فعل,فِعْل
فعل متعدی,فِعْلٌ مُتَعَدٍّ
فعلا,فِعْلًا
فقر,فَقْر
فقرا,فُقَرَاء‎
فقط,فَقَط
فقیر,فَقِير
فلافل,فَلَافِل
فلز,فِلِزّ
فلس,فَلْس
فلسطین,فِلَسْطِين
فلفل,فِلْفِل
فلک,فَلَك
فن,فَنّ
فندق,فُنْدُق
فوج,فَوْج
فوق‌العاده,فَوْقَ الْعادة
فک,فَكّ
فکر,فِكْر
فیثاغورث,فِيثَاغُورَس
فیض,فَيْض
فیل,فِيل
فیلسوف,فَيْلَسُوف
قابل,قَابِل
قاتل,قَاتِل
قاره,قَارَّة
قارون,قَارُون
قاسم,قَاسِم
قاضی,قَاضِي
قاعده,قَاعِدَة
قافیه,قَافِيَة
قالب,قَالِب
قاموس,قَامُوس
قانون,قَانُون
قاهره,الْقَاهِرَة
قبا,قَبَاء
قبر,قَبْر
قبضه,قَبْضَة
قبل,قَبْلَ
قبلا,قَبْلًا
قبه,قُبَّة
قبول,قَبُول
قبیح,قَبِيح
قت,قَتّ
قتل,قَتْل
قحط,قَحْط
قدر,قَدَرَ
قدرت,قُدْرَة
قدم,قَدَم
قدمت,قِدْمَة
قرآن,قرآن
قرار,قَرَار
قرص,قُرْص
قرض,قَرْض
قرمز,قِرْمِز
قرن,قَرْن
قرنفل,قَرَنْفُل
قریه,قَرْية
قسطنطنیه,الْقُسْطَنْطِينِيَّة
قسم,قَسَم
قسمت,قِسْمَة
قشر,قَشَّرَ
قصاب,قَصَّاب
قصد,قَصْد
قضاوت,قضاوة
قطار,قِطَار
قطر,قَطْر
قطران,قَطْرَان
قطره,قَطْرَة
قطع,قَطَعَ
قفس,قَفَص
قفل,قَفَلَ
قلاب,قَلَّبَ
قلب,قَلْب
قلع,قَلَعِيّ
قلعه,قَلْعَة
قلم,قَلَم
قله,قُلَّة
قلیان,غَلْيُون
قمار,قِمار
قمر,قَمَر
قمری,قَمَرِيّ
قند,قَنْد
قندیل,قِنْدِيل
قنطار,قِنْطَار
قهوه,قَهْوَة
قوت,قُوت
قوس و قزح,قَوْس قُزَح
قول,قَوْل
قوم,قَوَّمَ
قید,قَيْد
قیصر,قَيْصَر
قیمت,قِيمَة
لا تبدیل لخلق الله,لَا تَبْدِيلَ لِ‍خَلْقِ اللَّهِ
لازم,لَازِم
لام,لَامَ
لایحه,لائِحَة
لباس,لِبَاس
لثه,لِثة
لذت,لَذَّة
لسان,لِسَان
لطف,لُطْف
لعل,لَعْل
لغت,لُغَة
لفاف,لِفَافَة
لقب,لَقَب
لقمه,لُقْمَة
لهجه,لَهْجَة
لواط,لِوَاط
لک,لك
لیف,لِيف
مأمور,مَأْمُور
مؤثر,مُؤَثِّر
مؤذن,مُؤَذِّن
مؤسسه,مُؤَسَّسَة
مؤمن,مُؤْمِن
ماجرا,مَا جَرَى‎
ماده,مَادَّة
ماشاءالله,مَا شَاءَ ٱللَّٰهُ
مالک,مَالِك
مالیات,مَالِيَّة
ماهر,مَاهِر
ماوراءالنهر,مَا وَرَاءَ النَهْر‎
مبارزه,مُبَارَزَة
مبارک,مُبَارَك
مبتلا,مُبْتَلًى
متاهل,مُتَأَهِّل
متحد,مُتَّحِد
متخصص,مُتَخَصِّص
متخلف,مُتَخَلِّف
مترجم,مُتَرْجِم
متروک,مَتْرُوك
متشکر,متشكر
