loan_word,original_word
akuntan,accountant
akuntansi,accountancy
akupunktur,acupunctuur
akur,akker
akusatif,accusatief
akustik,akoestiek
akut,acuut
Albania,Albanië
albas,albast
albatras,albatros
albino,albino
album,album
alegori,allegorie
alergi,allergie
algoritme,algoritme
algoritmis,algoritmisch
aliansi,alliantie
aliase,alliage
alibi,alibi
alienasi,aliënatie
alimentasi,alimentatie
alinea,alinea
alinyemen,alignement
aliterasi,alliteratie
alkali,alkali
alleluya,alleluja
almanak,almanag
aloi,allooi
alokasi,allocatie
alpaka,alpaca
altar,altaar
alternasi,alternatie
alternatif,alternatief
altruis,altruïst
altruisme,altruïsme
altruistis,altruïstisch
aluminium,aluminium
amalgam,amalgaam
amandel,amandel
amatir,amateur
ambach,ambacht
ambah,ambacht
ambasade,ambassade
ambeien,aambeien
amber,amber
ambigu,ambigu
ambisi,ambitie
ambivalen,ambivalent
ambivalensi,ambivalentie
ambulans,ambulance
ameba,amoebe
amendemen,amendement
amfetamina,amfetamine
amfibi,amfibie
amonia,ammonia
amoniak,ammoniak
amorf,amorf
amortisasi,amortisatie
ampere,ampère
amperemeter,ampèremeter
amplifikasi,amplificatie
amplop,envelop
amprah,aanvraag
ampul,ampulle
amputasi,amputatie
amril,amaril
amulet,amulet
amunisi,ammunitie
anabolisme,anabolisme
anakronisme,anachronisme
anal,anaal
analis,analist
analisa,analyse
analog,analoog
anamnesa,anamnese
anamnese,anamnese
anarki,anarchie
anarkis,anarchist
anarkisme,anarchisme
anarkistis,anarchistich
anatomi,anatomie
andesit,andesiet
andewi,andijvie
andil,aandeel
androgen,androgeen
andrologi,andrologie
anekdot,anekdote
aneksasi,annexatie
anemer,aannemer
anemia,anemie
anemon,anemoon
anestesi,anesthesie
anestesiologi,anesthesiologie
anfal,aanval
angina,angina
angker,anker
angket,enquête
angkur,anker
anilina,aniline
animasi,animatie
animisme,animisme
animo,animo
anis,anijs
anoksia,anoxie
anomali,anomalie
anonim,anoniem
anotasi,annotatie
antagonis,antagonist
Antarktika,Antarctica
antasida,antacida
anteseden,antecedent
antik,antiek
antiklimaks,anticlimax
antikuariat,antiquariaat
antipati,antipathie
antiselip,antislip
antisipasi,anticipatie
antonim,antonym
antraks,antrax
antre,aantreden
antropolog,antropoloog
antropologi,antropologie
antusias,enthousiast
anulir,annuleer
anyelir,anjelier
aorta,aorta
apanase,apanage
aparat,apparaat
aparatur,apparatuur
apartemen,appartement
apati,apathie
apatis,apathisch
apel,appel
apendiks,appendix
aperitif,aperitief
apersepsi,apperceptie
apikultur,apicultuur
aplaus,applaus
aplikasi,applicatie
aplus,aflos
apneu,apneu
apokalips,apocalyps
apologi,apologie
apopleksi,apoplexie
aposisi,appositie
apostel,apostel
apostolik,apostoliek
apostrof,apostrof
apotek,apotheek
apoteker,apotheker
apresiasi,appreciatie
April,april
aransemen,arrangement
arbei,aardbei
arbiter,arbiter
arbitrase,arbitrage
arbitrer,arbitrair
arde,aarde
are,eer
areal,areaal
arena,arena
arestasi,arrestatie
argon,argon
argumen,argument
argumentasi,argumentatie
argumentatif,argumentatief
aristokrasi,aristocratie
aristokrat,aristocraat
aristokratis,aristocratisch
aritmetika,aritmetica
arkade,arcade
arkais,archaïsch
arkeologi,archeologie
arloji,horloge
armada,armada
arnal,haarnaald
arogan,arrogant
arogansi,arrogantie
aroma,aroma
arsen,arseen
arsenal,arsenaal
arsip,archief
arsiparis,archivaris
arsir,arceer
arsitek,architect
arsitektur,architectuur
artefak,artefact
arteri,arterie
artikulasi,articulatie
artileri,artillerie
artis,artiest
artistik,artistiek
as,als
asbak,asbak
asbes,asbest
asesor,assessor
asetilen,acetyleen
asil,asyl
asimetri,asymmetrie
asimilasi,assimilatie
asisten,assistent
asistensi,assistentie
asites,ascites
askese,ascese
asma,astma
asonansi,assonantie
asosial,asociaal
asosiasi,associatie
aspal,asfalt
aspek,aspect
aspiran,aspirant
aspirasi,aspiratie
aspirin,aspirine
asprak,afspraak
astral,astraal
astrologi,astrologie
astronomi,astronomie
asumsi,assumptie
asurador,assuradeur
asuransi,assurantie
atase,attaché
atavisme,atavisme
ateis,atheïst
atelir,atelier
atensi,attentie
ateret,achteruit
aterm,à terme
ates,attest
atlas,atlas
atlet,atleet
atletik,atletiek
atletis,atletisch
atmosfer,atmosfeer
atol,atol
atom,atoom
atraksi,attractie
atraktif,attractief
atribusi,attributie
atribut,attribuut
atributif,attributief
atrium,atrium
atrofi,atrofie
aubade,aubade
audiensi,audiëntie
audio,audio
audisi,auditie
auditor,auditor
auditorium,auditorium
auksi,auctie
aula,aula
auskultasi,auscultatie
autarki,autarchie
autentik,authentiek
autobiograf,autobiograaf
autobiografi,autobiografie
autobiografis,autobiografisch
autodidak,autodidact
autogen,autogeen
autograf,autograaf
autoklaf,autoclaaf
autokrasi,autocratie
autokrat,autocraat
autopsi,autopsie
aversi,aversie
avokad,avocado
azimut,azimut
bah,bah
bak,bak
bakalaureat,baccalaureaat
bakeri,bakkerij
baki,bakken
bakteri,bacterie
bakteriologi,bacteriologie
bal,bal
balans,balanse
balas,ballast
balerina,ballerina
balet,ballet
balkon,balkon
balon,ballon
balsem,balsame
balustrade,balustrade
ban,bannen
banderol,banderol
bandit,bandiet
bangkrut,bankroet
bank,bank
banket,banket
bankir,bankier
banyo,banjo
bar,bar
barbir,barbier
barbiturat,barbituraat
barel,barrel
baret,baret
barikade,barricade
bariton,bariton
barok,barok
baron,baroen
bas,bas
basa,base
basal,basalt
basemen,basement
basil,bacil
basis,basis
baskom,waskom
bastar,bastaard
batalion,bataljon
Batavia,Batavia
baterai,batterij
batis,batist
bauksit,bauxiet
baut,bout
bayonet,bajonet
bedinde,bediende
begandering,vergadering
beha,beha
behandel,behandelen
behel,beugel
bek,bek
bekel,bikkel
beken,bekennen
beker,beker
bekleding,bekleding
bel,belle
belasting,belasting
belau,blauw
beleid,beleit
bengkel,winkel
bensin,benzine
benzol,benzol
beranda,veranda
beredel,breidel
beri-beri,beriberi
beskal,fiskaal
beslit,besluit
bestek,bestek
bestir,bestuur
besuk,bezoek
beton,beton
bezit,besit
Bibel,Bijbel
bibliotek,bibliotheek
bigami,bigamie
bikarbonat,bicarbonaat
biliar,biljart
binen,binnen
binnen,binnen
biodegradasi,biodegradatie
biofisika,biofysica
biologi,biologie
biomassa,biomassa
biomedis,biomedisch
biopsi,biopsie
bioskop,bioscoop
bir,bier
biro,bureau
birokrasi,bureaucratie
birokrat,bureaucraat
birokratis,bureaucratisch
bis,bus
bisban,biaisband
biseps,biceps
biskop,bisschop
biskuit,biscuit
bisnis,business
bistik,biefstuk
bisturi,bistouri
bit,bit
bitumen,bitume
blangko,blanco
blangwir,brandweer
blok,blok
blokir,blokkeer
bloknot,blocnote
bludrek,bloeddruk
blumbak,bloembak
blumkol,bloemkool
blus,bloes
boa,boa
bohlam,booglamp
boi,boy
boikot,boycot
bokser,bokser
bolpen,balpen
bom,bom
bombardemen,bombardement
bombardir,bombardeer
bombas,bombast
bombastis,bombastisch
bon,bon
bonafide,bonafide
bonbon,bonbon
bonus,bonus
boomzaken,boomzaken
boorwater,boorwater
boplang,bouw
bor,boor
borat,burat
bordes,bordessche
bordil,bordeel
bordir,borduur
boreh,borg
borjuasi,bourgeoisie
borjuis,bourgeois
bos,bos
bosman,bootsman
botani,botanie
botulisme,botulisme
brankar,brancard
brankas,brandkast
branwir,brandweer
brevet,brevete
brigade,brigade
brigadir,brigadier
briket,briket
brilian,briljant
brokat,brokaat
brokoli,broccoli
brompit,bromfiets
bros,broche
brosur,brochure
bruder,broer
bruto,bruto
bufer,buffer
bufet,buffet
bugenvil,bougainville
bui,boei
bujet,budget
bujeter,budgettair
buk,bukken
buket,boeket
buldog,buldog
buletin,bulletin
bulevar,boulevard
bulsak,bultzak
bum,slagboom
bumper,bumper
buncis,boontjes
bundar,boender
bundel,bundel
bunker,marsbanker
buret,buret
burgerlijk wetboek,Burgerlijk Wetboek
bus,busse
busi,bougie
butik,boetiek
cek,cheque
cik,chic
cili,chili
cokelat,chocolade
cultuurstelsel,cultuurstelsel
curatele,curatele
dadaisme,dadaïsme
dading,dading
dag,dag
dah,dag
dak,dak
daktilografi,dactylografie
dam,dam
damas,damast
dasi,dasje
data,data
datif,datief
datum,datum
debat,debat
debet,debet
debit,debiet
debut,debuut
dedikasi,dedicatie
deeskalasi,de-escalatie
defamasi,diffamatie
defek,defect
defensif,defensief
defile,bevuilen
definisi,definitie
definitif,definitief
defisien,deficiënt
defisiensi,deficiëntie
defisit,deficit
dek,dec
dekade,decade
dekaden,decadent
dekadensi,decadentie
dekagram,decagram
dekaliter,decaliter
dekameter,decameter
dekan,decaan
dekanat,decanaat
deklamasi,declamatie
deklarasi,declaratie
deklinasi,declinatie
dekonsentrasi,deconcentratie
dekonstruksi,deconstructie
dekor,decor
dekorasi,decoratie
dekret,decreet
deler,dêelre
delesi,deletie
delik,delict
delusi,delusie
demagog,demagoog
demokrasi,democratie
demokrat,democraat
demokratis,democratisch
demonetisasi,demonetisatie
demonstrasi,demonstratie
dengue,dengue
denominasi,denominatie
denotasi,denotatie
dep,dep
depo,depot
deposito,deposito
depot,depoost
deputi,deputé
derap,draf
derivatif,derivatief
dermatologi,dermatologie
Desember,december
desentralisasi,decentralisatie
desersi,desertie
desibel,decibel
desigram,decigram
desimal,decimaal
deskripsi,descriptie
destinasi,destinatie
detasemen,detachment
deteksi,detectie
detektif,detective
detektor,detector
detergen,detergent
detoksifikasi,detoxificatie
detonator,detonator
deviasi,deviatie
devosi,devotie
diabetes,diabetes
diagnosa,diagnose
diagnose,diagnose
diaken,diaken
diakones,diacones
dialek,dialect
diameter,diameter
diare,diarree
didaktik,didactiek
dies natalis,dies natalis
difteri,difterie
diftong,diftong
digital,digitaal
diksi,dictie
diktat,dictaat
dikte,dictee
diktum,dictum
dimensi,dimensie
dinamo,dynamo
dinas,dienst
dinasti,dynastie
dioses,diocees
diploma,diploma
diplomasi,diplomatie
diplomat,diplomaat
diplomatik,diplomatiek
diplomatis,diplomatisch
direksi,directie
direktif,directief
direktorat,directoraat
direktur,directeur
dirigen,dirigent
disel,diesel
disertasi,dissertatie
disiplin,discipline
disipliner,disciplinair
diskonto,disconto
diskresi,discretie
diskret,discreet
diskriminasi,discriminatie
diskualifikasi,diskwalificatie
diskus,discus
diskusi,discussie
dispensasi,dispensatie
dispersi,dispersie
disposisi,dispositie
distansi,distantie
distraksi,distractie
diversifikasi,diversificatie
dividen,dividend
divisi,divisie
dobel,dubbel
dobrak,doorbrak
dok,dok
dokter,dokter
doktor,doctor
doktoranda,doctoranda
doktorandus,doctorandus
doktrin,doctrine
dokumen,document
dokumentalis,documentalist
dokumentasi,documentatie
dokumenter,documentair
dol,dul
dolar,dollar
dom,dom
domisili,domicilie
donasi,donatie
donatir,donateur
dongker,donker
dop,dop
dorslah,doorslag
dosen,docent
dosin,dozijn
dosir,dossier
dosis,dosis
drai,drie
drainase,drainage
drama,drama
drat,draad
duane,douane
duet,duet
duit,duit
duk,doek
dup,dope
dus,dos
eden,Eden
edukasi,educatie
efek,effect
efektif,effectief
efisien,efficiënt
efisiensi,efficiëntie
eigendom,eigendom
ekaristi,eucharistie
eke,ook
eklips,eclips
ekologi,ecologie
ekonomi,economie
ekosistem,ecosysteem
eksakta,exacte
eksamen,examen
eksaminasi,examinatie
eksekusi,executie
eksekutif,executief
eksemplar,exemplaar
eksepsi,exceptie
ekskavasi,excavatie
eksklusif,exclusief
ekskursi,excursie
eksotis,exotisch
ekspatriat,expatriate
ekspedisi,expeditie
eksper,expert
eksperimen,experiment
eksplanasi,explanatie
eksplisit,expliciet
eksploit,exploit
eksplosi,explosie
ekspor,export
ekspresi,expressie
ekstra,extra
ekstradisi,extraditie
ekstrak,extract
ekstraksi,extractie
ekstraktif,extractief
ekstrem,extreem
elektorat,electoraat
elektrik,electric
elektris,elektrisch
elektro,elektro-
elektron,elektron
elektronika,elektronica
elektronis,elektronisch
elemen,element
elementer,elementair
emat,mat
embargo,embargo
emisi,emissie
emosi,emotie
emplasemen,emplacement
energi,energie
ensiklik,encycliek
enten,enten
entente,entente
entomolog,entomoloog
entomologi,entomologie
entomologis,entomologisch
entre,entree
epidemi,epidemie
episkopal,episcopaal
episkopat,episcopaat
episode,episode
epistel,epistele
ercis,erwtjes
erosi,erosie
erupsi,eruptie
es,est
esai,essay
eselon,echelon
esensi,essentie
eskalasi,escalatie
eskas,ijskast
estafet,estafette
etalase,etalage
etanol,ethanol
etape,etappe
etik,ethiek
etika,ethica
etiket,etiket
etimologi,etymologie
etis,ethisch
etnis,etnisch
eufemisme,eufemisme
evaluasi,evaluatie
evangeli,evangelie
evolusi,evolutie
fabel,fabele
faksi,factie
fakta,facta
faktor,factor
faktur,factuur
fals,vals
famili,familie
familier,familiair
farmakologi,farmacologie
fasade,façade
fase,phase
faset,facet
fasis,fascist
fasisme,fascisme
fatal,fataal
fatsoen,fatchoen
fatsun,fatsoen
fauna,fauna
favorit,favoriet
Februari,februari
federal,federaal
federasi,federatie
fermen,ferment
fermentasi,fermentatie
figur,figuur
fiksi,fictie
film,vel
filologi,filologie
filosofi,filosofie
filsuf,filosoof
filter,filter
filtrasi,filtratie
finansiil,financieel
firma,firma
fisik,fysiek
fisika,fysica
fisiologi,fysiologie
fisis,fysisch
fiskal,fiskaal
flop,flop
flora,flora
fon,foon
fonetik,fonetiek
formasi,formatie
format,formaat
formatur,formateur
formularium,formularium
formulir,formulier
forsir,forceren
forum,forum
foto,foto
fotograf,fotograaf
fotografi,photography
fotografis,fotografisch
fraksi,fractie
fraktur,fractuur
frasa,frase
frase,frase
frater,frater
fregat,fregat
frekuensi,frequentie
fundamen,fundament
fungsionaris,functionaris
fusi,fusie
gali,galei
galon,gallon
gang,gang
gangren,gangreen
garansi,garantie
garasi,garage
gardan,cardanas
garnisun,garnizoen
gas,gas
geiser,geiser
geminte,gemeente
generasi,generatie
generik,generiek
genesa,genese
genetika,genetica
genom,genoom
genosida,genocide
geofisika,geofysica
geografi,geografie
geologi,geologie
geometri,geometrie
gerendel,grendel
gerilya,guerrilla
geripir,griffier
gimnasium,gymnasium
global,globaal
globalisasi,globalisatie
glosarium,glossarium
gonore,gonorroe
gorden,gorden
got,goot
grad,graad
gradasi,gradatie
gradien,gradiënt
grafik,grafiek
grafika,grafiek
grafis,grafisch
gram,gram
gramatika,grammatica
granat,granaat
granit,graniet
grasi,gratie
graver,graveur
grifon,griffioen
grup,groep
gubernemen,gouvernement
gubernur,gouverneur
hak,hacke
haleluya,halleluja
halo,hal
halsduk,halsdoek
halte,halte
halusinasi,hallucinatie
haminte,gemeente
handelar,handelaar
handschoen,hantschoe
handuk,handdoek
hanger,hanger
hanggar,hangar
harmoni,harmonie
harmonika,mondharmonica
harmonis,harmonisch
harnal,haarnaald
has,haas
hechting,hechting
hektare,hectare
helm,helm
hem,hem
hematuri,hematurie
hemoroid,hemorroïde
hendel,hendel
heregistrasi,herregistratie
hidrologi,hydrologie
hierarki,hiërarchie
hipertensi,hypertensie
hipotek,hypotheek
hipotermi,hypothermie
histori,historie
historis,historisch
hoek,hoec
Hongaria,Hongarije
honorarium,honorarium
honorer,honorair
hook,haak
hop,hoppen
hopagen,hoofd
hopbiro,hoofdbureau
horizon,horizon
hormon,hormoon
hosti,hostie
hotel,hotel
huk,hoek
humaniora,humaniora
ide,idee
ideal,ideaal
identifikasi,identificatie
ikon,icoon
ikonis,iconisch
ilusi,illusie
ilustrasi,illustratie
imaji,image
imajinasi,imaginatie
imigrasi,immigratie
imitasi,imitatie
impedansi,impedantie
implikasi,implicatie
implisit,impliciet
impor,import
impresi,impressie
impresif,impressief
impresum,impressum
improvisasi,improvisatie
imunisasi,immunitatie
indekos,in de kost
indeks,index
India,India
indikasi,indicatie
induksi,inductie
industri,industrie
inefisiensi,inefficiëntie
infal,invallen
infanteri,infanterie
infeksi,infectie
inflasi,inflatie
informasi,informatie
informatif,informatief
informatika,informatica
infrastruktur,infrastructuur
infus,infuus
inhal,inhaal
inhalasi,inhalatie
inisiatif,initiatief
injeksi,injectie
inkonstitusional,inconstitutioneel
inkrah,in
inlander,inlander
inokulasi,inoculatie
inovasi,innovatie
inpassing,inpassing
inrijden,inriden
insek,insect
insersi,insertie
inset,inzetten
insiden,incident
inspeksi,inspectie
inspektur,inspecteur
instalasi,installatie
instansi,instantie
institusi,institutie
institut,instituut
integrasi,integratie
inteligen,intelligent
inteligensi,intelligentie
inteligensia,intelligentia
intens,intens
intensi,intentie
intensif,intensief
intensifikasi,intensieficatie
intern,intern
interna,interne
internasional,internationaal
internat,internaat
internir,interner
internuntius,internuntius
interpelasi,interpellatie
interpretasi,interpretatie
interpretatif,interpretatief
intervensi,interventie
intimidasi,intimidatie
intonasi,intonatie
intro,intro
introduksi,introductie
introdusir,introduceer
introspeksi,introspectie
intuisi,intuïtie
intuitif,intuïtief
inval,inval
invalid,invalide
invasi,invasie
investasi,investatie
investigasi,investigatie
Irak,Irak
irigasi,irrigatie
isolasi,isolatie
isolator,isolator
Israel,Israël
istal,stal
Januari,januari
jas,jas
jelek,lelijk
jelus,jaloers
jenderal,generaal
jenewer,jenever
jerigen,jerrycan
jeriken,jerrycan
jin,jeans
jongos,jongens
Juli,juli
Juni,juni
jurist,jurist
jurk,jurk
jurnalis,journalist
kabel,cabel
kabinet,kabinet
kabotase,cabotage
kabriolet,cabriolet
kadaster,kadaster
kadaver,kadaver
kader,kader
kadet,kadet
kado,cadeau
kaf,caf
kafe,café
kaisar,keizer
kakao,cacao
kakerlak,kakkerlak
kaki,kaki
kaktus,kaktus
kakus,kakhuis
kaldera,caldera
kalender,kalendier
kaliber,kaliber
kalibrasi,kalibratie
kalk,calc
kalke,calque
kalkir,calqueer
kalkulasi,calculatie
kalkun,kalkoen
kalori,calorie
kamar,kamer
kamera,camera
kamerad,kameraad
kamp,kamp
kampanye,campagne
kampas,canvas
kamper,kamfer
kampiun,kampioen
kamrad,kamrad
kamuflase,camouflage
kanabis,cannabis
kanal,kanaal
kandidat,kandidaat
kanguru,kangoeroe
kanker,kanker
kanon,canon
kans,kans
kanselir,kanselier
kantor,kantoor
kanvas,canvas
kaos,chaos
kap,cappe
kapabel,capabel
kapasiteit,capaciteit
kapasitet,capaciteit
kapasitit,capaciteit
kapel,kapel
kapiler,capillair
kapita,capita
kapita selekta,capita selecta
kapital,kapitaal
kapitalis,kapitalist
kapitalisme,kapitalisme
kapitulasi,capitulatie
kapten,kapitein
karakter,karakter
karambol,carambole
karantina,quarantaine
karat,karaat
karbida,carbide
karbohidrat,carbohydraat
karbol,carbol
karbon,carbon
karburator,carburator
karcis,kaartjes
kardinal,kardinaal
kardiografi,cardiografie
kardiologi,cardiologie
kardus,kardoes
karier,carrière
karikatur,karikatuur
karisma,charisma
karkas,karkas
karlak,first-person possessive
karnaval,carnaval
karnivor,carnivoor
karoseri,carrosserie
karper,karper
kartel,kartel
kartografi,cartografie
karton,karton
kartotek,cartotheek
kas,kast
kasa,kassa
kasasi,cassatie
kasino,casino
kasir,kassier
kaskade,cascade
kasmutik,cosmetiek
kastel,kasteel
kasti,kastie
kastil,kasteel
kastrasi,castratie
kasuistik,casuïstiek
kasus,casus
katakomba,catacombe
katalisator,katalysator
katalog,cataloog
katapel,catapult
katarak,katarakt
katarsis,catharsis
katastrofe,catastrofe
katedral,kathedraal
kategori,categorie
katekese,catechese
katekis,catechist
katekisasi,catechisatie
katekismus,catechismus
katekumen,catechumeen
kateter,katheter
Katolik,katholiek
katrol,katrol
katun,katoen
kausal,causaal
kausasi,causatie
kavaleri,cavalerie
kaveling,cavelinge
kayak,kajak
keker,kijker
kelar,klaar
kelas,klas
kelinci,konijntje
kelir,kleur
kelos,klos
kenek,knecht
kenop,knop
kerah,kraag
keram,kramp
keramik,keramiek
keran,kraan
kerkop,kerkhof
kernet,kornet
keron,kroon
kerosin,kerosine
kersen,kersen
kerul,krul
kerun,kroon
ketel,ketel
kinoa,quinoa
kios,kiosk
kiper,keeper
kir,keur
kitin,chitine
klaim,claim
klan,clan
klapertar,klapper
klarifikasi,clarificatie
klasifikasi,classificatie
klasik,klassiek
klasikal,klassikaal
klasis,classis
klausul,clausule
klaver,clavere
klem,klemmen
klemensi,clementie
klep,cleppe
klerek,klerk
klien,cliënt
klik,kliek
klimaks,climax
klinik,kliniek
klinis,klinisch
klinisi,clinici
klise,cliché
klitoris,clitoris
klop,clop
klor,chloor
kloset,closet
knalpot,knalpot
knop,knoppe
koagulasi,coagulatie
koalisi,coalitie
koasisten,coassistent
koasistensi,coassistentie
kobra,cobra
kode,code
kodifikasi,codificatie
koedukasi,co-educatie
koefisien,coëfficiënt
koeksistensi,coëxistentie
kognisi,cognitie
kognitif,cognitief
kohabitasi,cohabitatie
koheren,coherent
kohor,cohort
koinsidensi,coïncidentie
koitus,coïtus
koka,coca
kokaina,cocaïne
koki,kokje
kokon,cocon
kol,kool
kolaborasi,collaboratie
kolaborator,collaborateur
kolase,collage
kolega,collega
kolegial,collegiaal
koleksi,collectie
kolekte,collecte
kolektif,collectief
kolektor,collecteur
kolese,college
kolesterol,cholesterol
kolf,colue
koli,colli
koligatif,colligatief
kolik,koliek
kolom,colomme
kolone,colonne
koloni,kolonie
kolonial,koloniaal
kolonialis,kolonialist
kolonialisme,kolonialisme
kolportir,colporteur
kolumnis,columnist
kolusi,collusie
kom,komen
koma,komma
komandan,commandant
komanditer,commanditaire
komando,commando
kombinasi,combinatie
komedi,komedie
komendur,commandeur
komentar,commentaar
komentator,commentator
komersialisasi,commercialisatie
komersil,commercieel
komet,komeet
komidi,komedie
komisariat,commissariaat
komisaris,commissaris
komisi,commissie
komisioner,commissionair
komite,comité
kompak,compact
kompanyon,compagnon
komparasi,comparatie
komparatif,comparatief
komparator,comparator
kompartemen,compartiment
kompas,kompas
kompeni,compagnie
kompensasi,compensatie
kompeten,competent
kompetensi,competentie
kompetisi,competitie
kompi,compagnie
kompilasi,compilatie
kompilator,compilator
kompleks,complex
komplemen,complement
komplet,compleet
komplikasi,complicatie
komplot,komplot
komponen,component
komponis,componist
kompor,komfoor
kompos,compost
komposisi,compositie
kompositum,compositum
komprehensi,comprehensie
kompresi,compressie
kompromi,compromis
komunal,communaal
komune,commune
komuni,communie
komunikan,communicant
komunikasi,communicatie
komunike,communiqué
komunisme,kommunisme
komunistis,communistisch
komutasi,commutatie
kondektur,conducteur
kondensasi,condensatie
kondensator,condensator
kondisi,conditie
kondom,condoom
kondominium,condominium
konduite,conduite
koneksi,connectie
konfederasi,confederatie
konfeksi,confectie
konferensi,conferentie
konfeti,confetti
konfigurasi,configuratie
konfirmasi,confirmatie
konfiskasi,confiscatie
konflik,conflict
konfrontasi,confrontatie
kongesti,congestie
konglomerat,conglomeraat
kongregasi,congregatie
kongres,congres
konjugasi,conjugatie
konjungsi,conjunctie
konklusi,conclusie
konkret,concreet
konkrit,concreet
konkuren,concurrent
konkurensi,concurrentie
konotasi,connotatie
konsekrasi,consecratie
konsekuen,consequent
konsekuensi,consequentie
konseling,counseling
konselor,counselor
konsensus,consensus
konsentrasi,concentratie
konsentris,concentrisch
konsep,concept
konseptualisasi,conceptualisatie
konser,concert
konservasi,conservatie
konservatif,conservatief
konservatisme,conservatisme
konservator,conservator
konsesi,concessie
konsiderans,considerans
konsiderasi,consideratie
konsili,concilie
konsinyasi,consignatie
konsisten,consistent
konsistensi,consistentie
konsistori,consistorie
konsonan,consonant
konsortium,consortium
konspirasi,conspiratie
konstan,constant
konstanta,constante
konstelasi,constellatie
konstipasi,constipatie
konstituante,constituante
konstituen,constituent
konstitusi,constitutie
konstitusionalisme,constitutionalisme
konstruksi,constructie
konsul,consul
konsulat,consulaat
konsulen,consulent
konsuler,consulaire
konsultan,consultant
konsultasi,consultatie
konsumen,consument
konsumsi,consumptie
kontainer,container
kontak,contact
kontaminan,contaminant
kontaminasi,contaminatie
kontan,contant
konteks,context
kontemplasi,contemplatie
kontemporer,contemporair
kontes,contest
kontinen,continent
kontingen,contingent
kontinu,continu
kontinum,continuüm
kontradiksi,contradictie
kontrak,contract
kontraksi,contractie
kontraprestasi,contraprestatie
kontraproduktif,contraproductief
kontras,contrast
kontraspionase,contraspionage
kontribusi,contributie
kontrol,controle
kontrolir,controleur
kontroversi,controverse
kontur,contour
konveks,convex
konveksi,convectie
konvensi,conventie
konvergen,convergent
konvergensi,convergentie
konversasi,conversatie
konversi,conversie
konvertibel,convertibel
konvulsi,convulsie
konyak,cognac
koordinasi,coördinatie
koordinat,coördinaat
koordinator,coördinator
kop,kop
kopel,koppel
koper,koper
koperasi,coöperatie
kopi,koffie
kopling,koppeling
kopula,copula
kopulasi,copulatief
kopulatif,copulatief
kor,koor
koran,courant
korek,correct
koreksi,correctie
korektor,corrector
korelasi,correlatie
koreograf,choreograaf
koreografi,choreografie
koreografis,choreografisch
koresponden,correspondent
korespondensi,correspondentie
koridor,corridor
koroner,coronair
korosi,corrosie
korporasi,corporatie
korporat,corporate
korps,korps
korsase,corsage
korsleting,kortsluiting
korting,cortinge
korup,corrupt
korupsi,corruptie
korve,corvee
kos,kost
kosen,kozijn
koskap,coschap
kosmetik,cosmetiek
kran,kraan
